move_id,name,type,power,pp,accuracy,priority,damage_class,effect_text,short_effect_text
660,first-impression,bug,90.0,10,100.0,2,physical,Inflicts regular damage. Can only be used on the user’s first turn after entering the field.,Can only be used as the first move after the user enters battle.
26,jump-kick,fighting,100.0,10,95.0,0,physical,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect.","If the user misses, it takes half the damage it would have inflicted in recoil."
122,lick,ghost,30.0,30,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
195,perish-song,normal,,5,,0,status,"Every Pokémon is given a counter that starts at 3 and decreases by 1 at the end of every turn, including this one.  When a Pokémon’s counter reaches zero, that Pokémon faints.  A Pokémon that leaves the field will lose its counter; its replacement does not inherit the effect, and other Pokémon’s counters remain.

This effect is passed on by baton pass.

This move cannot be copied by mirror move.",User and target both faint after three turns.
333,icicle-spear,ice,25.0,30,100.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
420,ice-shard,ice,40.0,30,100.0,1,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
494,entrainment,normal,,15,100.0,0,status,Changes the target’s ability to match the user’s.  This effect ends when the target leaves battle.,Copies the user’s ability onto the target.
813,triple-axel,ice,20.0,10,90.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
329,sheer-cold,ice,,5,30.0,0,special,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",Causes a one-hit KO.
524,frost-breath,ice,60.0,10,90.0,0,special,Inflicts regular damage.  Always scores a critical hit.,Always scores a critical hit.
123,smog,poison,30.0,20,70.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,Has a $effect_chance% chance to poison the target.
139,poison-gas,poison,,40,90.0,0,status,Poisons the target.,Poisons the target.
325,shadow-punch,ghost,60.0,20,,0,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.
425,shadow-sneak,ghost,40.0,30,100.0,1,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
128,clamp,water,35.0,15,85.0,0,physical,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",Prevents the target from fleeing and inflicts damage for 2-5 turns.
131,spike-cannon,normal,20.0,15,100.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
556,icicle-crash,ice,85.0,10,90.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
194,destiny-bond,ghost,,5,,0,status,"If the user faints before its next move, the Pokémon that fainted it will automatically faint.  End-of-turn damage is ignored.

This move cannot be selected by assist or metronome.","If the user faints this turn, the target automatically will, too."
809,poltergeist,ghost,110.0,5,90.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
566,phantom-force,ghost,90.0,10,100.0,0,physical,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.","User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect."
471,power-split,psychic,,10,,0,status,"Averages the user’s unmodified Attack with the target’s unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",Averages Attack and Special Attack with the target.
11,vice-grip,normal,55.0,30,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
12,guillotine,normal,,5,30.0,0,physical,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",Causes a one-hit KO.
152,crabhammer,water,100.0,10,90.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
602,magnetic-flux,electric,,20,,0,status,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.
916,supercell-slam,electric,100.0,15,95.0,0,physical,,
121,egg-bomb,normal,100.0,10,75.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
140,barrage,normal,15.0,20,85.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
452,wood-hammer,grass,120.0,15,100.0,0,physical,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,User receives 1/3 the damage inflicted in recoil.
125,bone-club,ground,65.0,20,85.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
155,bonemerang,ground,50.0,10,90.0,0,physical,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.
198,bone-rush,ground,25.0,10,90.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
136,high-jump-kick,fighting,130.0,10,90.0,0,physical,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect.","If the user misses, it takes half the damage it would have inflicted in recoil."
853,axe-kick,fighting,120.0,10,90.0,0,physical,,
4,comet-punch,normal,18.0,15,85.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
146,dizzy-punch,normal,70.0,10,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,Has a $effect_chance% chance to confuse the target.
327,sky-uppercut,fighting,85.0,15,90.0,0,physical,"Inflicts regular damage.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.",Inflicts regular damage and can hit Bounce and Fly users.
368,metal-burst,steel,,10,100.0,0,physical,"Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.",Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.
190,octazooka,water,65.0,10,85.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Has a $effect_chance% chance to lower the target’s accuracy by one stage.
293,camouflage,normal,,20,,0,status,"User’s type changes according to the terrain.

Terrain        | New type
-------------- | --------------
Building       | normal
Cave           | rock
Desert         | ground
Grass          | grass
Mountain       | rock
Ocean          | water
Pond           | water
Road           | ground
Snow           | ice
Tall grass     | grass

In Pokémon Battle Revolution:

Terrain        | New type
-------------- | --------------
Courtyard      | normal
Crystal        | rock
Gateway        | water
Magma          | rock
Main Street    | normal
Neon           | normal
Stargazer      | rock
Sunny Park     | grass
Sunset         | ground
Waterfall      | grass
",User’s type changes to match the terrain.
142,lovely-kiss,normal,,10,75.0,0,status,Puts the target to sleep.,Puts the target to sleep.
181,powder-snow,ice,40.0,25,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.,Has a $effect_chance% chance to freeze the target.
531,heart-stamp,psychic,60.0,25,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
694,aurora-veil,ice,,20,,0,status,"Places the Aurora Veil effect on the user’s side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.

Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)","Reduces damage five turns, but must be used during hail."
436,lava-plume,fire,80.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
480,storm-throw,fighting,60.0,10,100.0,0,physical,Inflicts regular damage.  Always scores a critical hit.,Always scores a critical hit.
873,raging-bull,normal,90.0,10,100.0,0,physical,,
573,freeze-dry,ice,70.0,20,100.0,0,special,"Inflicts regular damage.  This move is super-effective against the water type.

The target’s other type will affect damage as usual.  If this move’s type is changed, it remains super-effective against Water regardless of its type.",Super-effective against water.
664,sparkling-aria,water,90.0,10,100.0,0,special,"Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed.",Cures the target of burns.
144,transform,normal,,10,,0,status,"User copies the target’s species, weight, type, ability, calculated stats (except HP), and moves.  Copied moves will all have 5 PP remaining.  IVs are copied for the purposes of hidden power, but stats are not recalculated.

choice band, choice scarf, and choice specs stay in effect, and the user must select a new move.

This move cannot be copied by mirror move, nor forced by encore.",User becomes a copy of the target until it leaves battle.
159,sharpen,normal,,30,,0,status,Raises the user’s Attack by one stage.,Raises the user’s Attack by one stage.
160,conversion,normal,,30,,0,status,"User’s type changes to the type of one of its moves, selected at random.  hidden power and weather ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail.",User’s type changes to the type of one of its moves at random.
176,conversion-2,normal,,30,,0,status,"Changes the user’s type to a type either resistant or immune to the last damaging move that hit it.  The new type is selected at random and cannot be a type the user already is.  If there is no eligible new type, this move will fail.",Changes the user’s type to a random type either resistant or immune to the last move used against it.
434,draco-meteor,dragon,130.0,5,90.0,0,special,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",Lowers the user’s Special Attack by two stages after inflicting damage.
540,psystrike,psychic,100.0,10,100.0,0,special,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.","Inflicts damage based on the target’s Defense, not Special Defense."
284,eruption,fire,150.0,5,100.0,0,special,"Inflicts regular damage.  Power increases with the user’s remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP.","Inflicts more damage when the user has more HP remaining, with a maximum of 150 power."
882,tidy-up,normal,0.0,10,,0,status,,
169,spider-web,bug,,10,,0,status,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass.",Prevents the target from leaving battle.
564,sticky-web,bug,,20,,0,status,"Shoots a web over the opponents’ side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.

Pokémon in the air, such as flying-types and those with levitate, are unaffected.  rapid spin removes Sticky Web from the user’s side of the field; defog removes it from both sides.","Covers the opposing field, lowering opponents’ Speed by one stage upon switching in."
672,toxic-thread,poison,,20,100.0,0,status,Poisons the target and lowers its Speed by one stage.,Poisons the target and lowers its Speed by one stage.
569,ion-deluge,electric,,25,,1,status,Changes all Pokémon’s normal moves to electric moves for the rest of the turn.,Changes all normal moves to electric moves for the rest of the turn.
178,cotton-spore,grass,,40,100.0,0,status,Lowers the target’s Speed by two stages.,Lowers the target’s Speed by two stages.
538,cotton-guard,grass,,10,,0,status,Raises the user’s Defense by three stages.,Raises the user’s Defense by three stages.
715,tearful-look,normal,,20,,0,status,Lowers the target’s Attack and Special Attack by one stage each.,Lowers the target’s Attack and Special Attack by one stage.
579,flower-shield,fairy,,10,,0,status,Raises the Defense of all grass Pokémon in battle.,Raises the Defense of all grass Pokémon in battle.
881,chilly-reception,ice,0.0,10,,0,status,,
888,twin-beam,psychic,40.0,10,100.0,0,special,,
887,hyper-drill,normal,100.0,5,100.0,0,physical,,
839,barb-barrage,poison,60.0,10,100.0,0,physical,,
292,arm-thrust,fighting,15.0,20,100.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
894,comeuppance,dark,1.0,10,100.0,0,physical,,
828,psyshield-bash,psychic,70.0,10,90.0,0,physical,,
166,sketch,normal,,1,,0,status,"Permanently replaces itself with the target’s last used move.  If that move is chatter or struggle, this move will fail.

This move cannot be copied by mimic or mirror move, nor selected by assist or metronome, nor forced by encore.",Permanently becomes the target’s last used move.
167,triple-kick,fighting,10.0,10,90.0,0,physical,"Inflicts regular damage.  Hits three times in the same turn.  The second hit has double power, and the third hit has triple power.  Each hit has a separate accuracy check, and this move stops if a hit misses.

skill link does not apply.","Hits three times, increasing power by 100% with each successful hit."
208,milk-drink,normal,,5,,0,status,Heals the user for half its max HP.,Heals the user by half its max HP.
221,sacred-fire,fire,100.0,5,95.0,0,physical,"Inflicts regular damage.  Has a $effect_chance% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",Has a $effect_chance% chance to burn the target.  Lets frozen Pokémon thaw themselves.
177,aeroblast,flying,100.0,5,95.0,0,special,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
377,heal-block,psychic,,15,100.0,0,status,"For the next five turns, the target may not use any moves that only restore HP, and move effects that heal the target are disabled.  Moves that steal HP may still be used, but will only inflict damage and not heal the target.",Prevents target from restoring its HP for five turns.
670,leafage,grass,40.0,40,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
880,shed-tail,normal,0.0,10,,0,status,,
586,boomburst,normal,140.0,10,100.0,0,special,Inflicts regular damage.,Inflicts regular damage.
395,force-palm,fighting,60.0,10,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
838,headlong-rush,ground,120.0,5,100.0,0,physical,,
294,tail-glow,bug,,20,,0,status,Raises the user’s Special Attack by three stages.,Raises the user’s Special Attack by three stages.
747,stuff-cheeks,normal,,10,,0,status,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user’s party.",Cures the entire party of major status effects after inflicting damage.
568,noble-roar,normal,,30,100.0,0,status,Lowers the target’s Attack and Special Attack by one stage.,Lowers the target’s Attack and Special Attack by one stage.
302,needle-arm,grass,60.0,15,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
596,spiky-shield,grass,,10,,4,status,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.
692,dragon-hammer,dragon,90.0,15,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
578,crafty-shield,fairy,,10,,3,status,"Protects all friendly Pokémon from non-damaging moves for the rest of the turn.

Unlike other blocking moves, this move may be used consecutively without its chance of success falling.",Protects all friendly Pokémon from non-damaging moves.
296,mist-ball,psychic,95.0,5,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.
295,luster-purge,psychic,95.0,5,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.
618,origin-pulse,water,110.0,10,85.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
619,precipice-blades,ground,120.0,10,85.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
620,dragon-ascent,flying,120.0,5,100.0,0,physical,"Inflicts regular damage, then lowers the user’s Defense and Special Defense by one stage each.",Lowers the user’s Defense and Special Defense by one stage after inflicting damage.
353,doom-desire,steel,140.0,5,100.0,0,special,"Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won’t change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.

This effect breaks through wonder guard.

If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.

The damage is applied at the end of the turn, so it ignores endure and focus sash.

This move cannot be copied by mirror move.",Hits the target two turns later.
354,psycho-boost,psychic,140.0,5,90.0,0,special,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",Lowers the user’s Special Attack by two stages after inflicting damage.
454,attack-order,bug,90.0,15,100.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
455,defend-order,bug,,10,,0,status,Raises the user’s Defense and Special Defense by one stage.,Raises the user’s Defense and Special Defense by one stage.
456,heal-order,bug,,10,,0,status,Heals the user for half its max HP.,Heals the user by half its max HP.
597,aromatic-mist,fairy,,20,,0,status,Raises a selected ally’s Special Defense by one stage.,Raises a selected ally’s Special Defense by one stage.
448,chatter,flying,65.0,20,100.0,0,special,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",Has a higher chance to confuse the target when the recorded sound is louder.
575,parting-shot,dark,,20,100.0,0,status,Lowers all targets’ Attack and Special Attack by one stage.  Makes the user switch out.,Lowers all targets’ Attack and Special Attack by one stage.  Makes the user switch out.
439,rock-wrecker,rock,150.0,5,90.0,0,physical,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.
533,sacred-sword,fighting,90.0,15,100.0,0,physical,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",Ignores the target’s stat modifiers.
895,aqua-cutter,water,70.0,20,100.0,0,physical,,
832,mystical-power,psychic,70.0,10,90.0,0,special,,
459,roar-of-time,dragon,150.0,5,90.0,0,special,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.
460,spacial-rend,dragon,100.0,5,95.0,0,special,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
463,magma-storm,fire,100.0,5,75.0,0,special,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",Prevents the target from fleeing and inflicts damage for 2-5 turns.
462,crush-grip,normal,,5,100.0,0,physical,"Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.","Power increases against targets with more HP remaining, up to a maximum of 121 power."
467,shadow-force,ghost,120.0,5,100.0,0,physical,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.","User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect."
461,lunar-dance,psychic,,10,,0,status,"User faints.  Its replacement’s HP and PP are fully restored, and any major status effect is removed.","User faints, and its replacement is fully healed."
849,lunar-blessing,psychic,0.0,5,,0,status,,
850,take-heart,psychic,0.0,10,,0,status,,
391,heart-swap,psychic,,10,,0,status,User swaps its stat modifiers with the target.,User and target swap stat changes.
464,dark-void,dark,,10,50.0,0,status,Puts the target to sleep.,Puts the target to sleep.
465,seed-flare,grass,120.0,5,85.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by two stages.,Has a $effect_chance% chance to lower the target’s Special Defense by two stages.
449,judgment,normal,100.0,10,100.0,0,special,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.","If the user is holding a appropriate plate or drive, the damage inflicted will match it."
545,searing-shot,fire,100.0,5,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
557,v-create,fire,180.0,5,95.0,0,physical,"Inflicts regular damage.  Lowers the user’s Defense, Special Defense, and Speed by one stage each.","Lowers the user’s Defense, Special Defense, and Speed by one stage each."
561,mat-block,fighting,,10,,0,status,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.
539,night-daze,dark,85.0,10,95.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Has a $effect_chance% chance to lower the target’s accuracy by one stage.
532,horn-leech,grass,75.0,10,100.0,0,physical,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Drains half the damage inflicted to heal the user.
508,shift-gear,steel,,10,,0,status,Raises the user’s Attack by one stage and its Speed by two stages.,Raises the user’s Attack by one stage and its Speed by two stages.
544,gear-grind,steel,50.0,15,85.0,0,physical,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.
674,gear-up,steel,,20,,0,status,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.
594,water-shuriken,water,15.0,20,100.0,1,special,Inflicts regular damage.  Hits 2–5 times.,Hits 2–5 times.
543,head-charge,normal,120.0,15,100.0,0,physical,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,User receives 1/4 the damage it inflicts in recoil.
680,fire-lash,fire,80.0,15,100.0,0,physical,Inflicts regular damage.  Lowers the target’s Defense by one stage.,Lowers the target’s Defense by one stage after inflicting damage.
552,fiery-dance,fire,80.0,10,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,Has a $effect_chance% chance to raise the user’s Special Attack by one stage.
846,bleakwind-storm,flying,100.0,10,80.0,0,special,,
847,wildbolt-storm,electric,100.0,10,80.0,0,special,,
551,blue-flare,fire,130.0,5,85.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
558,fusion-flare,fire,100.0,5,100.0,0,special,"Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.","With Fusion Bolt, inflicts double damage."
550,bolt-strike,electric,130.0,5,85.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
559,fusion-bolt,electric,100.0,5,100.0,0,physical,"Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.","With Fusion Flare, inflicts double damage."
848,sandsear-storm,ground,100.0,10,80.0,0,special,,
549,glaciate,ice,65.0,10,95.0,0,special,Inflicts regular damage.  Lowers the target’s Speed by one stage.,Lowers the target’s Speed by one stage.
548,secret-sword,fighting,85.0,10,100.0,0,special,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.","Inflicts damage based on the target’s Defense, not Special Defense."
547,relic-song,normal,75.0,10,100.0,0,special,"Inflicts regular damage.  Has a $effect_chance% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",Has a $effect_chance% chance to put the target to sleep.
546,techno-blast,normal,120.0,5,100.0,0,special,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.","If the user is holding a appropriate plate or drive, the damage inflicted will match it."
600,powder,bug,,20,100.0,1,status,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.","Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move."
588,kings-shield,steel,,10,,4,status,Blocks damaging attacks and lowers attacking Pokémon’s Attack by two stages on contact.  Switches Aegislash to Shield Forme.,Blocks damaging attacks and lowers attacking Pokémon’s Attack by two stages on contact.  Switches Aegislash to Shield Forme.
576,topsy-turvy,dark,,20,,0,status,Inverts the target’s stat modifiers.,Inverts the target’s stat modifiers.
570,parabolic-charge,electric,65.0,20,100.0,0,special,Heals the user for half the total damage dealt to all targets.,Heals the user for half the total damage dealt to all targets.
582,electrify,electric,,20,,0,status,Changes the target’s move’s type to electric if it hasn’t moved yet this turn.,Changes the target’s move’s type to electric if it hasn’t moved yet this turn.
560,flying-press,fighting,100.0,10,95.0,0,physical,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target’s types.

For all other purposes, this move is pure Fighting-type.  If this move’s type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.

If the target has used minimize since entering battle, this move has double power and will never miss.",Deals both fighting and flying-type damage.
842,shelter,steel,0.0,10,,0,status,,
587,fairy-lock,fairy,,10,,0,status,Prevents all Pokémon from fleeing or switching out during the next turn.,Prevents all Pokémon from fleeing or switching out during the next turn.
571,forests-curse,grass,,20,100.0,0,status,Adds grass to the target’s types.,Adds grass to the target’s types.
785,branch-poke,grass,40.0,40,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
567,trick-or-treat,ghost,,20,100.0,0,status,Adds ghost to the target’s types.,Adds ghost to the target’s types.
601,geomancy,fairy,,10,,0,status,"Takes one turn to charge, then raises the user’s Special Attack, Special Defense, and Speed by two stages.","Takes one turn to charge, then raises the user’s Special Attack, Special Defense, and Speed by two stages."
613,oblivion-wing,flying,80.0,10,100.0,0,special,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,Drains 75% of the damage inflicted to heal the user.
614,thousand-arrows,ground,90.0,10,100.0,0,physical,Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.,"Grounds the target, and hits even Flying-type or levitating Pokémon."
615,thousand-waves,ground,90.0,10,100.0,0,physical,Inflicts regular damage.  Traps the target.,Prevents the target from leaving battle.
616,lands-wrath,ground,90.0,10,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
687,core-enforcer,dragon,100.0,10,100.0,0,special,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified.",Nullifies the target’s ability if it moves earlier.
591,diamond-storm,rock,100.0,5,95.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Defense by two stages for each target hit.,Has a $effect_chance% chance to raise the user’s Defense by two stages for each target hit.
593,hyperspace-hole,psychic,80.0,5,,0,special,Inflicts regular damage.  Bypasses and removes any protection effect on the target.,Ignores and destroys protection effects.
592,steam-eruption,water,110.0,5,95.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
662,spirit-shackle,ghost,80.0,10,100.0,0,physical,Inflicts regular damage.  Traps the target.,Traps the target.
690,beak-blast,flying,100.0,15,100.0,-3,physical,"Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.",Inflicts a burn on any Pokémon that makes contact before the attack.
