pokemon_id,name,height,weight,base_experience,type_1,type_2,ability_1,ability_2,ability_3,hp,attack,defense,special-attack,special-defense,speed
962,bombirdier,15,429,243,flying,dark,big-pecks,keen-eye,rocky-payload,70,103,85,60,85,82
963,finizen,13,602,63,water,,water-veil,water-veil,,70,45,40,45,40,75
964,palafin-zero,13,602,160,water,,zero-to-hero,zero-to-hero,,100,70,72,53,62,100
965,varoom,10,350,60,steel,poison,overcoat,slow-start,,45,70,63,30,45,47
966,revavroom,18,1200,175,steel,poison,overcoat,filter,,80,119,90,54,67,90
967,cyclizar,16,630,175,dragon,normal,shed-skin,regenerator,,70,95,65,85,65,121
968,orthworm,25,3100,240,steel,,earth-eater,sand-veil,,70,85,145,60,55,65
969,glimmet,7,80,70,rock,poison,toxic-debris,corrosion,,48,35,42,105,60,60
970,glimmora,15,450,184,rock,poison,toxic-debris,corrosion,,83,55,90,130,81,86
971,greavard,6,350,58,ghost,,pickup,fluffy,,50,61,60,30,55,34
972,houndstone,20,150,171,ghost,,sand-rush,fluffy,,72,101,100,50,97,68
973,flamigo,16,370,175,flying,fighting,scrappy,tangled-feet,costar,82,115,74,75,64,90
974,cetoddle,12,450,67,ice,,thick-fat,snow-cloak,sheer-force,108,68,45,30,40,43
975,cetitan,45,7000,182,ice,,thick-fat,slush-rush,sheer-force,170,113,65,45,55,73
976,veluza,25,900,167,water,psychic,mold-breaker,sharpness,,90,102,73,78,65,70
977,dondozo,120,2200,265,water,,unaware,oblivious,water-veil,150,100,115,65,65,35
978,tatsugiri-curly,3,80,166,dragon,water,commander,storm-drain,,68,50,60,120,95,82
979,annihilape,12,560,268,fighting,ghost,vital-spirit,inner-focus,defiant,110,115,80,50,90,90
980,clodsire,18,2230,151,poison,ground,poison-point,water-absorb,unaware,130,75,60,45,100,20
981,farigiraf,32,1600,260,normal,psychic,cud-chew,armor-tail,sap-sipper,120,90,70,110,70,60
982,dudunsparce-two-segment,36,392,182,normal,,serene-grace,run-away,rattled,125,100,80,85,75,55
983,kingambit,20,1200,275,dark,steel,defiant,supreme-overlord,pressure,100,135,120,60,85,50
984,great-tusk,22,3200,285,ground,fighting,protosynthesis,,,115,131,131,53,53,87
985,scream-tail,12,80,285,fairy,psychic,protosynthesis,,,115,65,99,65,115,111
986,brute-bonnet,12,210,285,grass,dark,protosynthesis,,,111,127,99,79,99,55
987,flutter-mane,14,40,285,ghost,fairy,protosynthesis,,,55,55,55,135,135,135
988,slither-wing,32,920,285,bug,fighting,protosynthesis,,,85,135,79,85,105,81
989,sandy-shocks,23,600,285,electric,ground,protosynthesis,,,85,81,97,121,85,101
990,iron-treads,9,2400,285,ground,steel,quark-drive,,,90,112,120,72,70,106
991,iron-bundle,6,110,285,ice,water,quark-drive,,,56,80,114,124,60,136
992,iron-hands,18,3807,285,fighting,electric,quark-drive,,,154,140,108,50,68,50
993,iron-jugulis,13,1110,285,dark,flying,quark-drive,,,94,80,86,122,80,108
994,iron-moth,12,360,285,fire,poison,quark-drive,,,80,70,60,140,110,110
995,iron-thorns,16,3030,285,rock,electric,quark-drive,,,100,134,110,70,84,72
996,frigibax,5,170,64,dragon,ice,thermal-exchange,ice-body,,65,75,45,35,45,55
997,arctibax,8,300,148,dragon,ice,thermal-exchange,ice-body,,90,95,66,45,65,62
998,baxcalibur,21,2100,300,dragon,ice,thermal-exchange,ice-body,,115,145,92,75,86,87
999,gimmighoul,3,50,60,ghost,,rattled,,,45,30,70,75,70,10
1000,gholdengo,12,300,275,steel,ghost,good-as-gold,,,87,60,95,133,91,84
1001,wo-chien,15,742,285,dark,grass,tablets-of-ruin,,,85,85,100,95,135,70
1002,chien-pao,19,1522,285,dark,ice,sword-of-ruin,,,80,120,80,90,65,135
1003,ting-lu,27,6997,285,dark,ground,vessel-of-ruin,,,155,110,125,55,80,45
1004,chi-yu,4,49,285,dark,fire,beads-of-ruin,,,55,80,80,135,120,100
1005,roaring-moon,20,3800,295,dragon,dark,protosynthesis,,,105,139,71,55,101,119
1006,iron-valiant,14,350,295,fairy,fighting,quark-drive,,,74,130,90,120,60,116
1007,koraidon,25,3030,335,fighting,dragon,orichalcum-pulse,,,100,135,115,85,100,135
1008,miraidon,35,2400,335,electric,dragon,hadron-engine,,,100,85,100,135,115,135
1009,walking-wake,35,2800,295,water,dragon,protosynthesis,,,99,83,91,125,83,109
1010,iron-leaves,15,1250,295,grass,psychic,quark-drive,,,90,130,88,70,108,104
1011,dipplin,4,97,170,grass,dragon,supersweet-syrup,gluttony,sticky-hold,80,80,110,95,80,40
1012,poltchageist,1,11,62,grass,ghost,hospitality,heatproof,,40,45,45,74,54,50
1013,sinistcha,2,22,178,grass,ghost,hospitality,heatproof,,71,60,106,121,80,70
1014,okidogi,18,922,278,poison,fighting,toxic-chain,guard-dog,,88,128,115,58,86,80
1015,munkidori,10,122,278,poison,psychic,toxic-chain,frisk,,88,75,66,130,90,106
1016,fezandipiti,14,301,278,poison,fairy,toxic-chain,technician,,88,91,82,70,125,99
1017,ogerpon,12,398,275,grass,,defiant,,,80,120,84,60,96,110
1018,archaludon,20,600,300,steel,dragon,stamina,sturdy,stalwart,90,105,130,125,65,85
1019,hydrapple,18,930,270,grass,dragon,supersweet-syrup,regenerator,sticky-hold,106,80,110,120,80,44
1020,gouging-fire,35,5900,295,fire,dragon,protosynthesis,,,105,115,121,65,93,91
1021,raging-bolt,52,4800,295,electric,dragon,protosynthesis,,,125,73,91,137,89,75
1022,iron-boulder,15,1625,295,rock,psychic,quark-drive,,,90,120,80,68,108,124
1023,iron-crown,16,1560,295,steel,psychic,quark-drive,,,90,72,100,122,108,98
1024,terapagos,2,65,90,normal,,tera-shift,,,90,65,85,65,85,60
1025,pecharunt,3,3,300,poison,ghost,poison-puppeteer,,,88,88,160,88,88,88
